Process ID: Processor: Memory Requirement: Waiting Time: Burst Time: Turn Around Time:
187,4,2419,943545301652,5539408922,949084710574
188,6,15997813,949084710574,9348805606,958433516180
189,6,3261,958433516180,5880658091,964314174271
190,6,1894,964314174271,6783850387,971098024658
191,5,15999475,971098024658,297393210,971395417868
192,4,1398,971395417868,5334020631,976729438499
193,4,2615,976729438499,6015166866,982744605365
194,4,2546,982744605365,5620833991,988365439356
195,6,1174,988365439356,2122939163,990488378519
196,1,1401,990488378519,936035345,991424413864
197,5,1847,991424413864,5392768525,996817182389
198,6,2061,996817182389,9962443380,1006779625769
199,4,15999825,1006779625769,6253335663,1013032961432
200,5,15999942,1013032961432,8739501615,1021772463047
201,2,1328,1021772463047,95489671,1021867952718
202,5,1948,1021867952718,3525236796,1025393189514
203,6,2154,1025393189514,3160435850,1028553625364
204,4,2195,1028553625364,2597602011,1031151227375
205,1,2041,1031151227375,1828007662,1032979235037
206,3,2035,1032979235037,1860713411,1034839948448
207,5,1537,1034839948448,5790064050,1040630012498
208,1,2151,1040630012498,1976824198,1042606836696
209,4,1068,1042606836696,7913558802,1050520395498
210,6,1421,1050520395498,4049023698,1054569419196
211,5,1814,1054569419196,3576065247,1058145484443
212,1,1709,1058145484443,1785219511,1059930703954
213,4,1780,1059930703954,5586145974,1065516849928
214,4,1150,1065516849928,6959023677,1072475873605
215,3,2373,1072475873605,324945937,1072800819542
216,2,2199,1072800819542,1348205472,1074149025014
217,4,15999650,1074149025014,5299047922,1079448072936
218,2,3314,1079448072936,289193543,1079737266479
219,1,1141,1079737266479,1366569722,1081103836201
220,5,3350,1081103836201,7930924837,1089034761038
221,6,1275,1089034761038,7247444549,1096282205587
222,6,2261,1096282205587,9072869843,1105355075430
223,3,1930,1105355075430,205229070,1105560304500
224,4,15999497,1105560304500,5763914660,1111324219160
225,5,1937,1111324219160,4897118416,1116221337576
226,4,1571,1116221337576,4256052081,1120477389657
227,6,1689,1120477389657,4531938045,1125009327702
228,6,3571,1125009327702,4954824115,1129964151817
229,6,1414,1129964151817,9252498973,1139216650790
230,4,2850,1139216650790,2614091348,1141830742138
231,2,1979,1141830742138,1573312829,1143404054967
232,3,3045,1143404054967,1338943599,1144742998566
233,2,3611,1144742998566,557581949,1145300580515
234,4,1283,1145300580515,3849442620,1149150023135
235,5,1626,1149150023135,5479941445,1154629964580
236,5,15999661,1154629964580,2656925617,1157286890197
237,4,2700,1157286890197,2255517322,1159542407519
238,3,3300,1159542407519,669312674,1160211720193
239,4,15999598,1160211720193,6913394283,1167125114476
240,4,2936,1167125114476,8464781938,1175589896414
241,6,1115,1175589896414,4454314311,1180044210725
242,4,3463,1180044210725,8986777249,1189030987974
243,4,1921,1189030987974,7498016735,1196529004709
244,6,3619,1196529004709,9762118939,1206291123648
245,4,2439,1206291123648,6391924847,1212683048495
246,4,1930,1212683048495,2062427051,1214745475546
247,6,15999482,1214745475546,7361901307,1222107376853
248,6,15999410,1222107376853,5154017433,1227261394286
249,6,15999745,1227261394286,8683584608,1235944978894
250,6,2099,1235944978894,6830865645,1242775844539
